Time,Frequencies (GHz),Data (dBm)
0:4,2.15,-70.120003
0:4,2.150909090909091,-70.080002
0:4,2.151818181818182,-70.043999
0:4,2.152727272727273,-70.108002
0:4,2.1536363636363633,-70.124001
0:4,2.1545454545454543,-70.143997
0:4,2.1554545454545453,-70.160004
0:4,2.1563636363636363,-70.164001
0:4,2.1572727272727272,-70.251999
0:4,2.158181818181818,-70.267998
0:4,2.159090909090909,-70.288002
0:4,2.1599999999999997,-70.283997
0:4,2.1609090909090907,-70.244003
0:4,2.1618181818181816,-70.192001
0:4,2.1627272727272726,-70.164001
0:4,2.1636363636363636,-70.115997
0:4,2.1645454545454546,-70.096001
0:4,2.1654545454545455,-70.068001
0:4,2.1663636363636365,-70.008003
0:4,2.167272727272727,-70.012001
0:4,2.168181818181818,-70.052002
0:4,2.169090909090909,-70.015999
0:4,2.17,-70.099998
0:4,2.170909090909091,-70.139999
0:4,2.171818181818182,-70.192001
0:4,2.172727272727273,-70.260002
0:4,2.1736363636363634,-70.316002
0:4,2.1745454545454543,-70.396004
0:4,2.1754545454545453,-70.456001
0:4,2.1763636363636363,-70.487999
0:4,2.1772727272727272,-70.496002
0:4,2.178181818181818,-70.512001
0:4,2.179090909090909,-70.472
0:4,2.1799999999999997,-70.431999
0:4,2.1809090909090907,-70.328003
0:4,2.1818181818181817,-70.311996
0:4,2.1827272727272726,-70.236
0:4,2.1836363636363636,-70.136002
0:4,2.1845454545454546,-70.087997
0:4,2.1854545454545455,-70.019997
0:4,2.186363636363636,-70.003998
0:4,2.187272727272727,-69.968002
0:4,2.188181818181818,-69.975998
0:4,2.189090909090909,-69.972
0:4,2.19,-70.036003
0:4,2.190909090909091,-70.008003
0:4,2.191818181818182,-70.052002
0:4,2.1927272727272724,-70.043999
0:4,2.1936363636363634,-69.980003
0:4,2.1945454545454544,-70.056
0:4,2.1954545454545453,-69.996002
0:4,2.1963636363636363,-69.956001
0:4,2.1972727272727273,-69.919998
0:4,2.1981818181818182,-69.792
0:4,2.199090909090909,-69.723999
0:4,2.1999999999999997,-69.664001
0:4,2.2009090909090907,-69.608002
0:4,2.2018181818181817,-69.564003
0:4,2.2027272727272726,-69.512001
0:4,2.2036363636363636,-69.435997
0:4,2.2045454545454546,-69.536003
0:4,2.2054545454545456,-69.575996
0:4,2.206363636363636,-69.592003
0:4,2.207272727272727,-69.683998
0:4,2.208181818181818,-69.739998
0:4,2.209090909090909,-69.835999
0:4,2.21,-69.888
0:4,2.210909090909091,-69.956001
0:4,2.211818181818182,-70.031998
0:4,2.2127272727272724,-70.064003
0:4,2.2136363636363634,-70.112
0:4,2.2145454545454544,-70.071999
0:4,2.2154545454545453,-69.996002
0:4,2.2163636363636363,-70.056
0:4,2.2172727272727273,-70.015999
0:4,2.2181818181818183,-69.968002
0:4,2.219090909090909,-69.896004
0:4,2.2199999999999998,-69.903999
0:4,2.2209090909090907,-69.888
0:4,2.2218181818181817,-69.888
0:4,2.2227272727272727,-69.896004
0:4,2.2236363636363636,-69.891998
0:4,2.2245454545454546,-69.952003
0:4,2.2254545454545456,-69.968002
0:4,2.226363636363636,-70.012001
0:4,2.227272727272727,-70.036003
0:4,2.228181818181818,-70.056
0:4,2.229090909090909,-70.092003
0:4,2.23,-70.075996
0:4,2.230909090909091,-70.064003
0:4,2.231818181818182,-70.024002
0:4,2.2327272727272724,-69.940002
0:4,2.2336363636363634,-69.896004
0:4,2.2345454545454544,-69.811996
0:4,2.2354545454545454,-69.699997
0:4,2.2363636363636363,-69.636002
0:4,2.2372727272727273,-69.559998
0:4,2.2381818181818183,-69.452003
0:4,2.239090909090909,-69.335999
0:4,2.2399999999999998,-69.307999
0:4,2.2409090909090907,-69.292
0:4,2.2418181818181817,-69.332001
0:4,2.2427272727272727,-69.363998
0:4,2.2436363636363637,-69.332001
